sampling_rate,delta,starttime,endtime,npts,network,station,location,channel,mseed,_format,dep,olon,olat,otime,slon,slat,selv,back_azimuth,azimuth,repi,rhyp,p_time,s_time,wstart,wend,lower-f-bound,upper-f-bound,pass_snr,llpsp,llpsp-stderr,fc,fc-stderr,ts,ts-stderr,aic,bic,chisqr,redchi,pass_fitting
100.0,0.01,2015-07-19T09:46:05.040000Z,2015-07-19T09:46:26.090000Z,2106,UU,PKCU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 20, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 10240})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-112.311,37.4439,2834.0,23.1076826677,203.62417908,184.406174403,184.476795218,2015-07-19T09:45:44.656133Z,2015-07-19T09:46:08.327934Z,2015-07-19T09:46:06.040753Z,2015-07-19T09:46:25.090753Z,0.82331589045,11.1289168271,True,-7.05759409512,0.0496789852046,7.66595339629,3.77359166694,0.107409303508,0.0229553916934,-126.715059752,-122.225537068,0.591460181381,0.0197153393794,True
100.0,0.01,2015-07-19T09:46:13.188391Z,2015-07-19T09:46:34.388391Z,2121,UU,PSUT,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 14, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 7168})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-113.8547,38.5337,1999.0,76.1036211888,257.592690444,212.341772128,212.384680595,2015-07-19T09:45:49.307447Z,2015-07-19T09:46:16.560348Z,2015-07-19T09:46:14.185058Z,2015-07-19T09:46:33.385058Z,0.699658472649,12.0723855449,True,-7.52617963437,0.0704706884351,1.4862969226,0.249606291709,0.0487282711761,0.00858438680006,-147.667697359,-142.917140544,0.504076009185,0.0152750305814,True
100.0,0.01,2015-07-19T09:46:21.100000Z,2015-07-19T09:46:42.300000Z,2121,UU,RDMU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 16, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 8192})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-109.5695,40.5708,2087.0,223.180025817,41.9602401114,241.467110715,241.506416076,2015-07-19T09:45:54.161069Z,2015-07-19T09:46:25.150831Z,2015-07-19T09:46:22.101854Z,2015-07-19T09:46:41.301854Z,0.644979479868,21.3390212774,True,-7.47460507946,0.0358853880907,2.4761352684,0.239007130458,0.0388630531725,0.00358510913633,-192.797372796,-187.444803894,0.480017616326,0.0117077467397,True
100.0,0.01,2015-07-19T09:45:36.905000Z,2015-07-19T09:45:58.275000Z,2138,UU,SRU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 23, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 11776})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-110.523827,39.110828,1804.0,259.487029018,78.8872829665,83.9267051344,84.0255277325,2015-07-19T09:45:27.914255Z,2015-07-19T09:45:38.696291Z,2015-07-19T09:45:37.908088Z,2015-07-19T09:45:57.278088Z,0.3648921311,44.3850073566,True,-6.72867388188,0.0300977555821,3.53048846758,0.291989819688,0.027878208075,0.00174624830011,-238.153557697,-231.920945365,0.941144633536,0.0168061541703,True
100.0,0.01,2015-07-19T09:45:56.898393Z,2015-07-19T09:46:17.228393Z,2034,UU,SWUT,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 16, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 8192})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-113.1954,39.3286,1644.0,104.490670038,285.576244661,153.89821855,153.947981698,2015-07-19T09:45:39.567997Z,2015-07-19T09:45:59.322384Z,2015-07-19T09:45:57.896945Z,2015-07-19T09:46:16.226945Z,1.14005892151,16.7168288673,True,-7.50026746798,0.0522441664366,2.95702463485,0.465963313925,0.0553350953436,0.00651792367969,-142.792672796,-138.213591222,0.427460001971,0.0137890323216,True
100.0,0.01,2015-07-19T09:46:11.980000Z,2015-07-19T09:46:33.350000Z,2138,UU,SZCU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 18, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 9216})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-113.0875,37.5954,2026.0,42.2642696528,223.262763274,207.665395456,207.709826647,2015-07-19T09:45:48.528304Z,2015-07-19T09:46:15.181335Z,2015-07-19T09:46:12.976032Z,2015-07-19T09:46:32.346032Z,1.14005892151,15.4103923691,True,-7.63154986832,0.0739200028301,9.76166794152,3.97947123795,0.061121184985,0.0159515173941,-91.2118947733,-86.7223720889,1.7344538298,0.05781512766,True
100.0,0.01,2015-07-19T09:45:39.440000Z,2015-07-19T09:46:00.280000Z,2085,UU,TCRU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 18, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 9216})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-112.4472,38.6095,2293.0,64.3840843549,244.992511844,93.3415406384,93.4530051831,2015-07-19T09:45:29.485501Z,2015-07-19T09:45:41.477258Z,2015-07-19T09:45:40.438082Z,2015-07-19T09:45:59.278082Z,0.395826346568,21.3390212774,True,-6.82107669398,0.0506199284979,1.97047304415,0.272439500411,0.0292075774608,0.00508991825581,-182.101376628,-176.425915734,1.05444724734,0.0229227662466,True
100.0,0.01,2015-07-19T09:45:26.120000Z,2015-07-19T09:45:46.740000Z,2063,UU,TMU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 29, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 14848})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-111.20817,39.2965,2731.0,212.578856781,32.4098232235,43.1069500185,43.3960728742,2015-07-19T09:45:21.142679Z,2015-07-19T09:45:26.711201Z,2015-07-19T09:45:27.124350Z,2015-07-19T09:45:45.744350Z,0.242920126187,34.7708811294,True,-6.06251224734,0.0309813528786,2.44578477911,0.190414099772,0.0479243305605,0.00206745771175,-237.568025973,-231.386696942,0.870223056743,0.0158222373953,True
100.0,0.01,2015-07-19T09:45:16.930000Z,2015-07-19T09:45:32.840000Z,1592,UU,WPUT,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 31, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 15872})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-111.3589,38.9975,2618.0,252.71780486,72.6441380319,10.6282042317,11.6983447201,2015-07-19T09:45:15.859724Z,2015-07-19T09:45:17.360839Z,2015-07-19T09:45:17.930728Z,2015-07-19T09:45:31.840728Z,0.548107188272,44.3850073566,True,-4.68471143533,0.0932154928792,2.80391606674,0.513618710602,0.0729256065003,0.00407921749959,-104.700691748,-98.7337396082,6.95159574221,0.136305798867,True
100.0,0.01,2015-07-19T09:46:18.288391Z,2015-07-19T09:46:39.738391Z,2146,UU,ZNPU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 16, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 8192})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-113.1254,37.3561,1953.0,38.4107313294,219.430031628,230.092438877,230.131189015,2015-07-19T09:45:52.265198Z,2015-07-19T09:46:21.795306Z,2015-07-19T09:46:19.292295Z,2015-07-19T09:46:38.742295Z,0.59457370376,12.0723855449,True,-7.00788638372,0.0352335020646,15.9152935721,10.9689517586,0.17322125568,0.0139749265205,-172.572087632,-167.659329153,0.345874493849,0.00988212839568,True
40.0,0.025,2015-07-19T09:46:04.675000Z,2015-07-19T09:46:24.975000Z,813,US,DUG,0.0,BHT,"AttribDict({'dataquality': 'M', 'number_of_records': 8, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 4096})",PICKLE,2.27,-111.476,38.969,2015-07-19T09:45:13.910000Z,-112.8133,40.195,1477.0,139.406179955,320.258355273,178.11883739,178.158244946,2015-07-19T09:45:43.603041Z,2015-07-19T09:46:06.464055Z,2015-07-19T09:46:05.677953Z,2015-07-19T09:46:23.977953Z,0.429383051273,15.4103923691,True,-7.24201086187,0.0557600496603,1.40363552958,0.183997194934,0.0538911494357,0.00607732153723,-172.860027213,-167.507458311,0.75517106099,0.0184188063656,True
100.0,0.01,2015-06-03T08:47:28.118000Z,2015-06-03T08:47:40.978000Z,1287,UU,BRPU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 21, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 10752})",PICKLE,-2.56,-110.723,39.705,2015-06-03T08:47:18.700000Z,-110.74,39.473,1687.0,3.2394959113,183.250329626,25.7995691237,25.8143350867,2015-06-03T08:47:23.002389Z,2015-06-03T08:47:26.314848Z,2015-06-03T08:47:29.113602Z,2015-06-03T08:47:39.973602Z,0.395826346568,16.7168288673,True,-5.61864220121,0.167979922233,0.950235025375,0.259728329504,0.0846832709651,0.0119761001609,-76.1686019065,-70.8850015595,6.36174300336,0.159043575084,True
100.0,0.01,2015-06-03T08:47:45.098000Z,2015-06-03T08:48:05.058000Z,1997,UU,BSUT,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 15, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 7680})",PICKLE,-2.56,-110.723,39.705,2015-06-03T08:47:18.700000Z,-110.7612,40.5365,3211.0,177.967744808,357.992361561,92.3846322513,92.3869258998,2015-06-03T08:47:34.097821Z,2015-06-03T08:47:45.952781Z,2015-06-03T08:47:46.097285Z,2015-06-03T08:48:04.057285Z,0.465784570227,10.2591811109,True,-7.00730176787,0.109352730162,1.13509346379,0.261492245447,0.0986796255975,0.0172027547379,-95.084028872,-90.0933439337,2.92023318195,0.0811175883874,True
100.0,0.01,2015-06-03T08:47:46.758000Z,2015-06-03T08:48:05.938000Z,1919,UU,CVRU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 19, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 9728})",PICKLE,-2.56,-110.723,39.705,2015-06-03T08:47:18.700000Z,-111.1716,38.9176,1912.0,23.7314797208,204.01569044,95.5969522999,95.5991484953,2015-06-03T08:47:34.633191Z,2015-06-03T08:47:46.900339Z,2015-06-03T08:47:47.753624Z,2015-06-03T08:48:04.933624Z,0.59457370376,13.0958380774,True,-6.87611900327,0.130428166564,1.08958808646,0.259864717029,0.0384352156817,0.0119875522398,-100.012803676,-95.0221187375,2.5735457796,0.0714873827666,True
100.0,0.01,2015-06-03T08:47:51.420000Z,2015-06-03T08:48:12.000000Z,2059,UU,JLU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 17, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 8704})",PICKLE,-2.56,-110.723,39.705,2015-06-03T08:47:18.700000Z,-111.44995,40.60195,2285.0,147.887681073,328.356463606,117.282684901,117.283007305,2015-06-03T08:47:38.247168Z,2015-06-03T08:47:53.296757Z,2015-06-03T08:47:52.421798Z,2015-06-03T08:48:11.001798Z,0.59457370376,5.35045969603,True,-6.81280612541,0.0607052257487,2.31351022149,0.82763529027,0.285386157707,0.044898169378,-95.9571284249,-91.9605148944,0.73409156881,0.0293636627524,True
100.0,0.01,2015-06-03T08:47:39.220000Z,2015-06-03T08:47:58.740000Z,1953,UU,SRU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 18, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 9216})",PICKLE,-2.56,-110.723,39.705,2015-06-03T08:47:18.700000Z,-110.523827,39.110828,1804.0,345.486706148,165.36026193,68.1607750193,68.1649674483,2015-06-03T08:47:30.060828Z,2015-06-03T08:47:38.807660Z,2015-06-03T08:47:40.222977Z,2015-06-03T08:47:57.742977Z,0.395826346568,15.4103923691,True,-6.17828600108,0.126224083545,0.799716137879,0.167708284025,0.0574983444413,0.00903053429519,-114.204429918,-108.784442449,3.11258302471,0.074109119636,True
100.0,0.01,2015-06-03T08:47:38.250000Z,2015-06-03T08:47:56.800000Z,1856,UU,TMU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 28, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 14336})",PICKLE,-2.56,-110.723,39.705,2015-06-03T08:47:18.700000Z,-111.20817,39.2965,2731.0,42.4635676532,222.772181692,61.6310347818,61.6312720077,2015-06-03T08:47:28.971879Z,2015-06-03T08:47:36.880316Z,2015-06-03T08:47:39.249473Z,2015-06-03T08:47:55.799473Z,0.548107188272,10.2591811109,True,-6.21202639539,0.125743886286,1.07996486511,0.26854216399,0.108815279648,0.0167890866304,-92.8022747742,-87.9695210363,2.56148242201,0.0753377182943,True
100.0,0.01,2015-06-03T08:47:45.270000Z,2015-06-03T08:48:06.180000Z,2092,UU,WPUT,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 20, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 10240})",PICKLE,-2.56,-110.723,39.705,2015-06-03T08:47:18.700000Z,-111.3589,38.9975,2618.0,34.7068558441,215.110072931,95.7814423254,95.7814598862,2015-06-03T08:47:34.663577Z,2015-06-03T08:47:46.954118Z,2015-06-03T08:47:46.265064Z,2015-06-03T08:48:05.175064Z,0.59457370376,14.2060551588,True,-6.55774161863,0.116479200388,1.90474786119,0.515696428251,0.115077960157,0.0163135585939,-76.8201377776,-71.7534994153,5.04489080654,0.136348400177,True
100.0,0.01,2013-11-09T09:08:47.158000Z,2013-11-09T09:09:08.608000Z,2146,UU,BRPU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 18, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 9216})",PICKLE,2.21,-111.416,38.97,2013-11-09T09:08:24.890000Z,-110.74,39.473,1687.0,226.484826903,46.0573714302,80.7846352794,80.8785750754,2013-11-09T09:08:38.369763Z,2013-11-09T09:08:48.747987Z,2013-11-09T09:08:48.160164Z,2013-11-09T09:09:07.610164Z,0.505272076339,14.2060551588,True,-6.5066998654,0.131872957367,0.890814885134,0.200803727147,0.0564435417882,0.0100275190029,-109.913631058,-104.700622203,2.65865740329,0.0681707026485,True
100.0,0.01,2013-11-09T09:08:31.978000Z,2013-11-09T09:08:50.938000Z,1897,UU,CVRU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 23, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 11776})",PICKLE,2.21,-111.416,38.97,2013-11-09T09:08:24.890000Z,-111.1716,38.9176,1912.0,285.428879586,105.275259901,21.9722568498,22.3555575881,2013-11-09T09:08:28.615926Z,2013-11-09T09:08:31.484560Z,2013-11-09T09:08:32.977696Z,2013-11-09T09:08:49.937696Z,0.429383051273,15.4103923691,True,-5.77533135188,0.116070162468,1.06532249701,0.22673488834,0.0734573665148,0.0103041528236,-104.79004484,-99.4374759387,3.54746785735,0.0865236062769,True
100.0,0.01,2013-11-09T09:08:58.928000Z,2013-11-09T09:09:20.458000Z,2154,UU,MTPU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 15, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 7680})",PICKLE,2.21,-111.416,38.97,2013-11-09T09:08:24.890000Z,-112.1843,38.0415,3112.0,32.7934352221,213.27179371,122.939121591,123.054261615,2013-11-09T09:08:45.399044Z,2013-11-09T09:09:01.189192Z,2013-11-09T09:08:59.930178Z,2013-11-09T09:09:19.460178Z,0.758972949729,4.19150990746,True,-6.56248740526,0.0688781429127,1.69602246582,0.669716197294,0.335409106446,0.0570364282475,-86.8630256386,-83.5898982786,0.323031910481,0.017001679499,True
100.0,0.01,2013-11-09T09:08:47.200000Z,2013-11-09T09:09:07.830000Z,2064,UU,SRU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 18, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 9216})",PICKLE,2.21,-111.416,38.97,2013-11-09T09:08:24.890000Z,-110.523827,39.110828,1804.0,258.838783589,78.2768247057,78.807739815,78.9098983065,2013-11-09T09:08:38.041650Z,2013-11-09T09:08:48.167256Z,2013-11-09T09:08:48.204695Z,2013-11-09T09:09:06.834695Z,5.35045969603,14.2060551588,True,-7.63352397471,0.218345825422,15.8734324326,22.2933190433,0.121490714486,0.0375812345748,-42.2344771844,-40.539629112,0.318098231017,0.0318098231017,True
100.0,0.01,2013-11-09T09:08:51.910000Z,2013-11-09T09:09:13.400000Z,2150,UU,TCRU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 15, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 7680})",PICKLE,2.21,-111.416,38.97,2013-11-09T09:08:24.890000Z,-112.4472,38.6095,2293.0,65.6080935291,246.254117442,98.1238931357,98.227162298,2013-11-09T09:08:41.261194Z,2013-11-09T09:08:53.865564Z,2013-11-09T09:08:52.905127Z,2013-11-09T09:09:12.395127Z,0.59457370376,3.86393931562,True,-6.44317092194,0.0952972098097,2.74302379355,1.5149735674,0.375469643689,0.0782696502738,-72.8448788388,-69.3107173477,0.898391394229,0.0427805425823,True
100.0,0.01,2013-11-09T09:08:36.800000Z,2013-11-09T09:08:57.260000Z,2047,UU,TMU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 23, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 11776})",PICKLE,2.21,-111.416,38.97,2013-11-09T09:08:24.890000Z,-111.20817,39.2965,2731.0,206.43568933,26.3045217811,40.4571631868,40.7577665498,2013-11-09T09:08:31.682961Z,2013-11-09T09:08:36.912940Z,2013-11-09T09:08:37.799942Z,2013-11-09T09:08:56.259942Z,0.429383051273,4.54685073167,True,-5.66448877969,0.104777679396,3.17181618096,1.57687092062,0.318281384643,0.0644466089713,-67.9034302124,-63.8015427224,2.26800748184,0.0872310569938,True
100.0,0.01,2014-03-07T08:54:54.628000Z,2014-03-07T08:55:14.118000Z,1950,UU,BRPU,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 22, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 11264})",PICKLE,-3.31,-111.414,38.965,2014-03-07T08:54:30.700000Z,-110.74,39.473,1687.0,226.11723166,45.6910635679,81.0466792694,81.062928331,2014-03-07T08:54:44.210488Z,2014-03-07T08:54:54.612368Z,2014-03-07T08:54:55.632180Z,2014-03-07T08:55:13.122180Z,0.465784570227,13.0958380774,True,-6.15736221889,0.0891828077231,1.00900492944,0.171094559985,0.0784197474168,0.00896744556095,-131.340906257,-126.127897402,1.59623549394,0.0409291152293,True
100.0,0.01,2014-03-07T08:55:21.678000Z,2014-03-07T08:55:42.798000Z,2113,UU,BSUT,1.0,HHT,"AttribDict({'dataquality': 'M', 'number_of_records': 14, 'encoding': 'STEIM2', 'byteorder': '>', 'record_length': 512, 'filesize': 7168})",PICKLE,-3.31,-111.414,38.965,2014-03-07T08:54:30.700000Z,-110.7612,40.5365,3211.0,197.987620997,17.5701466065,183.231939485,183.23196623,2014-03-07T08:55:01.238661Z,2014-03-07T08:55:24.750728Z,2014-03-07T08:55:22.679520Z,2014-03-07T08:55:41.799520Z,0.59457370376,8.03696536592,True,-6.69905964701,0.139631353717,0.868244702709,0.228075895332,0.151287640419,0.0179619720504,-101.615671349,-97.1261486648,1.26544850847,0.0421816169489,True
