# Mo-Nm,Mw,Mw-std,Mw-std-err,Mw-Nobs,UTC
1.048e+13,2.647,0.278,0.070,16,2013-06-11T13:03:27.87
2.467e+11,1.561,0.000,0.000,1,2013-06-12T09:20:30.61
8.235e+11,1.910,0.145,0.103,2,2013-06-13T11:02:52.32
1.430e+12,2.070,0.015,0.011,2,2013-06-13T20:50:13.88
2.641e+13,2.914,0.291,0.075,15,2013-06-14T13:58:28.27
3.587e+12,2.337,0.200,0.063,10,2013-06-14T23:28:07.71
2.643e+12,2.248,0.152,0.088,3,2013-06-16T16:22:14.25
2.482e+12,2.230,0.108,0.054,4,2013-06-17T01:32:24.35
3.269e+11,1.643,0.119,0.049,6,2013-06-17T05:44:29.24
8.191e+12,2.576,0.948,0.474,4,2013-06-17T23:53:02.75
1.579e+12,2.099,0.035,0.025,2,2013-06-18T02:03:26.21
2.583e+12,2.241,0.180,0.074,6,2013-06-18T08:56:08.65
9.184e+10,1.275,0.000,0.000,1,2013-06-18T18:30:03.81
5.851e+10,1.145,0.000,0.000,1,2013-06-19T08:13:15.51
8.433e+10,1.251,0.000,0.000,1,2013-06-19T16:35:11.27
2.219e+12,2.198,0.278,0.114,6,2013-06-20T12:43:28.33
9.780e+10,1.294,0.000,0.000,1,2013-06-20T15:13:08.39
2.186e+12,2.193,0.308,0.116,7,2013-06-22T09:46:45.10
6.723e+11,1.852,0.099,0.057,3,2013-06-23T10:36:34.14
7.115e+11,1.868,0.122,0.061,4,2013-06-23T14:47:35.11
7.881e+11,1.898,0.000,0.000,1,2013-06-23T16:43:49.58
9.729e+11,1.959,0.370,0.214,3,2013-06-25T08:35:20.03
3.314e+11,1.647,0.000,0.000,1,2013-06-25T13:27:39.51
1.531e+12,2.090,0.170,0.085,4,2013-06-25T18:26:24.49
2.117e+11,1.517,0.000,0.000,1,2013-06-27T01:48:13.09
2.149e+13,2.855,0.351,0.143,6,2013-06-28T16:42:32.58
3.312e+11,1.647,0.000,0.000,1,2013-06-29T14:29:50.40
9.004e+13,3.270,0.321,0.185,3,2013-06-30T04:13:20.76
4.563e+11,1.740,0.000,0.000,1,2013-07-01T05:02:33.51
4.260e+12,2.386,0.208,0.074,8,2013-07-01T08:37:21.24
1.740e+12,2.127,0.000,0.000,1,2013-07-01T19:31:59.97
1.980e+13,2.831,0.358,0.127,8,2013-07-01T19:47:10.86
1.438e+12,2.072,0.000,0.000,1,2013-07-04T14:14:25.41
4.167e+11,1.713,0.000,0.000,1,2013-07-06T07:37:16.64
1.343e+12,2.052,0.392,0.277,2,2013-07-07T04:20:34.35
1.403e+14,3.398,0.000,0.000,1,2013-07-07T18:07:47.02
1.812e+13,2.805,0.103,0.032,10,2013-07-09T00:06:37.86
4.114e+12,2.376,0.107,0.044,6,2013-07-09T04:01:54.06
1.512e+12,2.086,0.000,0.000,1,2013-07-09T04:11:59.18
9.829e+12,2.628,0.201,0.100,4,2013-07-09T05:23:35.68
7.905e+11,1.899,0.329,0.190,3,2013-07-09T14:24:13.40
2.999e+12,2.285,0.263,0.152,3,2013-07-10T13:33:12.89
4.882e+12,2.426,0.237,0.075,10,2013-07-11T05:41:35.52
2.919e+12,2.277,0.191,0.095,4,2013-07-11T08:08:40.42
7.511e+12,2.551,0.287,0.102,8,2013-07-12T01:20:13.92
3.387e+12,2.320,0.246,0.082,9,2013-07-12T05:35:24.65
2.389e+11,1.552,0.054,0.038,2,2013-07-13T15:20:04.58
1.290e+12,2.040,0.051,0.036,2,2013-07-13T16:13:11.22
7.108e+11,1.868,0.000,0.000,1,2013-07-14T04:19:59.57
1.485e+13,2.748,0.331,0.125,7,2013-07-15T16:12:38.02
3.091e+12,2.293,0.167,0.063,7,2013-07-17T00:49:40.15
6.010e+11,1.819,0.000,0.000,1,2013-07-18T14:43:38.25
1.339e+12,2.051,0.190,0.110,3,2013-07-19T08:57:00.18
7.421e+12,2.547,0.212,0.045,22,2013-07-19T21:03:46.18
1.852e+12,2.145,0.307,0.092,11,2013-07-20T05:35:37.74
3.353e+12,2.317,0.227,0.086,7,2013-07-20T19:22:33.48
2.734e+12,2.258,0.135,0.096,2,2013-07-22T03:22:19.01
2.158e+12,2.189,0.100,0.041,6,2013-07-22T07:32:49.92
1.175e+12,2.013,0.057,0.033,3,2013-07-23T00:09:22.46
5.807e+12,2.476,0.000,0.000,1,2013-07-23T01:30:37.33
1.351e+12,2.054,0.101,0.071,2,2013-07-26T01:21:16.80
1.797e+12,2.136,0.202,0.090,5,2013-07-26T12:48:06.40
4.858e+13,3.091,0.189,0.032,36,2013-07-27T02:06:32.74
4.655e+11,1.745,0.169,0.076,5,2013-07-27T02:32:14.76
1.790e+12,2.135,0.000,0.000,1,2013-07-27T12:35:03.75
9.035e+12,2.604,0.166,0.059,8,2013-07-27T22:24:19.62
3.230e+12,2.306,0.169,0.076,5,2013-07-28T10:38:34.42
1.272e+11,1.370,0.000,0.000,1,2013-07-29T03:23:41.61
9.947e+12,2.632,0.288,0.068,18,2013-07-29T09:13:32.08
1.065e+13,2.652,0.139,0.044,10,2013-07-29T16:53:42.27
1.551e+12,2.094,0.150,0.045,11,2013-07-29T23:17:37.83
3.218e+12,2.305,0.136,0.045,9,2013-07-30T03:38:23.50
4.703e+12,2.415,0.101,0.036,8,2013-07-30T20:58:48.25
2.559e+12,2.239,0.057,0.041,2,2013-07-31T07:55:22.30
2.234e+12,2.199,0.120,0.060,4,2013-08-01T04:35:02.40
8.163e+11,1.908,0.106,0.061,3,2013-08-04T11:32:33.88
2.874e+12,2.272,0.181,0.104,3,2013-08-05T02:17:08.81
1.112e+12,1.997,0.068,0.048,2,2013-08-05T04:36:59.99
2.617e+12,2.245,0.000,0.000,1,2013-08-06T15:09:56.85
4.360e+11,1.726,0.326,0.133,6,2013-08-07T11:18:15.05
1.124e+12,2.000,0.318,0.106,9,2013-08-07T18:16:49.57
6.468e+11,1.841,0.107,0.048,5,2013-08-07T23:28:10.39
1.909e+12,2.154,0.316,0.182,3,2013-08-08T05:47:32.61
2.191e+12,2.194,0.000,0.000,1,2013-08-09T21:57:31.97
1.423e+11,1.402,0.000,0.000,1,2013-08-12T12:42:39.49
1.162e+12,2.010,0.165,0.095,3,2013-08-14T01:26:42.04
1.163e+12,2.010,0.165,0.095,3,2013-08-14T01:26:42.05
1.327e+14,3.382,0.276,0.056,24,2013-08-14T05:47:37.06
6.329e+12,2.501,0.238,0.090,7,2013-08-14T08:42:33.00
5.374e+12,2.454,0.099,0.040,6,2013-08-14T09:05:29.02
3.002e+12,2.285,0.177,0.072,6,2013-08-14T10:31:03.22
6.685e+12,2.517,0.212,0.067,10,2013-08-14T23:21:54.96
3.786e+13,3.019,0.270,0.056,23,2013-08-15T11:42:17.24
8.103e+11,1.906,0.000,0.000,1,2013-08-15T13:53:52.85
1.274e+13,2.704,0.292,0.071,17,2013-08-15T22:11:27.93
1.843e+12,2.144,0.000,0.000,1,2013-08-16T07:17:27.83
2.446e+12,2.226,0.000,0.000,1,2013-08-17T08:15:18.78
1.749e+12,2.128,0.000,0.000,1,2013-08-19T04:08:25.40
2.933e+11,1.612,0.065,0.046,2,2013-08-19T05:03:07.26
1.202e+12,2.020,0.109,0.077,2,2013-08-19T08:54:31.63
9.765e+11,1.960,0.201,0.101,4,2013-08-19T10:10:47.47
1.143e+13,2.672,0.253,0.061,17,2013-08-19T11:38:27.72
1.558e+13,2.762,0.213,0.044,23,2013-08-19T11:47:29.14
5.161e+11,1.775,0.000,0.000,1,2013-08-19T12:25:23.53
5.488e+11,1.793,0.000,0.000,1,2013-08-19T12:50:31.50
7.285e+12,2.542,0.230,0.077,9,2013-08-19T15:53:42.75
1.291e+12,2.041,0.199,0.081,6,2013-08-19T15:58:19.90
1.813e+11,1.472,0.000,0.000,1,2013-08-19T16:55:09.48
2.443e+11,1.559,0.134,0.095,2,2013-08-20T05:38:14.31
3.209e+11,1.638,0.176,0.056,10,2013-08-20T09:51:56.94
4.443e+11,1.732,0.246,0.100,6,2013-08-20T22:37:49.27
2.959e+11,1.614,0.305,0.124,6,2013-08-21T11:28:46.90
1.155e+11,1.342,0.000,0.000,1,2013-08-22T04:05:24.53
2.282e+12,2.206,0.047,0.033,2,2013-08-22T10:33:40.92
1.554e+12,2.094,0.152,0.076,4,2013-08-22T17:01:00.48
2.524e+12,2.235,0.286,0.101,8,2013-08-24T10:12:23.05
2.332e+12,2.212,0.133,0.067,4,2013-08-25T01:57:22.18
2.288e+11,1.540,0.000,0.000,1,2013-08-25T03:25:31.93
1.575e+12,2.098,0.149,0.067,5,2013-08-25T15:32:13.65
6.674e+12,2.516,0.247,0.087,8,2013-08-26T11:11:39.51
1.178e+12,2.014,0.000,0.000,1,2013-08-27T10:39:41.87
1.529e+12,2.090,0.160,0.092,3,2013-08-28T11:19:07.23
1.906e+12,2.153,0.000,0.000,1,2013-08-28T15:31:38.79
5.007e+12,2.433,0.386,0.193,4,2013-08-31T00:34:22.21
2.172e+12,2.191,0.000,0.000,1,2013-09-02T21:13:55.90
2.183e+11,1.526,0.000,0.000,1,2013-09-03T23:26:10.50
1.234e+12,2.027,0.000,0.000,1,2013-09-04T05:01:34.74
9.229e+11,1.943,0.000,0.000,1,2013-09-04T06:58:11.06
4.294e+12,2.389,0.244,0.086,8,2013-09-06T16:24:47.42
1.314e+12,2.046,0.000,0.000,1,2013-09-07T01:20:29.32
1.240e+13,2.696,0.173,0.055,10,2013-09-07T03:13:34.72
2.241e+12,2.200,0.138,0.097,2,2013-09-07T22:15:36.07
7.935e+12,2.566,0.288,0.080,13,2013-09-08T05:33:58.74
1.515e+12,2.087,0.068,0.039,3,2013-09-08T13:51:24.54
3.583e+12,2.336,0.000,0.000,1,2013-09-09T04:15:40.71
1.829e+13,2.808,0.640,0.369,3,2013-09-10T16:54:48.02
7.342e+12,2.544,0.295,0.093,10,2013-09-10T20:38:20.09
4.792e+11,1.754,0.000,0.000,1,2013-09-11T01:57:49.71
1.081e+12,1.989,0.204,0.118,3,2013-09-11T02:16:28.45
1.061e+12,1.984,0.000,0.000,1,2013-09-11T08:55:08.74
3.254e+12,2.308,0.000,0.000,1,2013-09-11T14:07:17.14
1.603e+12,2.103,0.369,0.261,2,2013-09-12T09:34:05.23
2.830e+11,1.601,0.000,0.000,1,2013-09-12T09:55:17.46
1.841e+12,2.143,0.000,0.000,1,2013-09-12T18:52:02.70
2.289e+11,1.540,0.000,0.000,1,2013-09-13T04:20:59.48
1.075e+12,1.988,0.101,0.072,2,2013-09-13T08:30:23.45
2.575e+11,1.574,0.000,0.000,1,2013-09-15T01:01:58.99
2.790e+12,2.264,0.257,0.115,5,2013-09-16T01:39:46.48
2.570e+12,2.240,0.424,0.160,7,2013-09-16T03:18:29.37
3.404e+12,2.321,0.138,0.079,3,2013-09-22T17:34:39.70
3.159e+12,2.300,0.129,0.091,2,2013-09-22T20:34:54.81
3.263e+11,1.642,0.000,0.000,1,2013-09-24T04:10:57.64
2.757e+12,2.260,0.000,0.000,1,2013-09-24T16:32:11.65
9.767e+12,2.627,0.650,0.375,3,2013-09-25T02:53:45.05
9.035e+12,2.604,0.198,0.066,9,2013-09-25T06:38:48.82
3.126e+12,2.297,0.087,0.061,2,2013-09-25T08:19:06.46
1.805e+12,2.138,0.000,0.000,1,2013-09-27T12:06:03.09
2.593e+13,2.909,1.433,0.585,6,2013-09-27T19:46:58.14
2.132e+12,2.186,0.000,0.000,1,2013-09-28T00:03:37.54
2.617e+12,2.245,0.000,0.000,1,2013-09-28T07:53:20.77
2.599e+13,2.910,0.254,0.073,12,2013-09-28T08:54:21.09
8.314e+11,1.913,0.000,0.000,1,2013-09-28T19:10:54.25
1.260e+12,2.034,0.300,0.212,2,2013-09-29T06:28:44.17
4.649e+11,1.745,0.000,0.000,1,2013-09-29T09:19:19.79
1.247e+13,2.697,0.092,0.041,5,2013-09-29T23:18:26.82
2.234e+14,3.533,0.054,0.038,2,2013-10-02T09:39:05.40
7.547e+12,2.552,0.270,0.095,8,2013-10-03T01:51:34.32
6.407e+11,1.838,0.000,0.000,1,2013-10-05T09:57:10.80
1.357e+12,2.055,0.074,0.043,3,2013-10-06T06:12:00.20
4.984e+12,2.432,0.163,0.058,8,2013-10-06T09:57:28.44
2.306e+12,2.209,0.000,0.000,1,2013-10-09T00:18:46.44
1.674e+13,2.782,0.982,0.246,16,2013-10-10T09:54:41.99
1.974e+12,2.164,0.039,0.027,2,2013-10-10T15:41:29.08
6.320e+12,2.501,0.160,0.061,7,2013-10-10T16:10:37.49
3.716e+13,3.013,0.166,0.036,21,2013-10-10T23:12:49.39
1.192e+13,2.684,0.183,0.049,14,2013-10-10T23:21:10.54
6.853e+11,1.857,0.205,0.068,9,2013-10-11T00:26:32.78
1.560e+12,2.095,0.221,0.156,2,2013-10-11T09:49:56.14
2.139e+11,1.520,0.050,0.029,3,2013-10-11T10:36:01.05
5.811e+12,2.476,0.222,0.064,12,2013-10-11T15:19:47.68
3.955e+12,2.365,0.273,0.103,7,2013-10-12T13:00:38.74
1.488e+18,6.082,0.000,0.000,1,2013-10-14T07:07:26.42
4.285e+12,2.388,0.207,0.073,8,2013-10-14T07:49:24.37
4.246e+13,3.052,0.162,0.032,25,2013-10-15T00:03:26.92
2.126e+12,2.185,0.227,0.113,4,2013-10-15T11:37:50.06
7.948e+11,1.900,0.000,0.000,1,2013-10-17T01:07:56.22
1.753e+13,2.796,0.255,0.071,13,2013-10-17T02:16:18.90
3.540e+12,2.333,0.159,0.071,5,2013-10-17T06:34:36.90
2.025e+12,2.171,0.198,0.140,2,2013-10-17T13:24:58.52
7.955e+14,3.900,0.183,0.030,37,2013-10-17T16:19:19.95
6.255e+13,3.164,0.000,0.000,1,2013-10-18T04:45:15.56
2.860e+12,2.271,0.134,0.067,4,2013-10-18T16:37:25.46
3.197e+12,2.303,0.267,0.119,5,2013-10-19T11:46:51.71
2.622e+11,1.579,0.000,0.000,1,2013-10-19T14:23:01.68
2.209e+12,2.196,0.031,0.022,2,2013-10-21T08:05:47.59
2.417e+13,2.889,0.226,0.049,21,2013-10-21T12:05:33.05
6.257e+11,1.831,0.000,0.000,1,2013-10-24T02:51:53.28
3.617e+12,2.339,0.000,0.000,1,2013-10-24T08:35:30.32
3.292e+12,2.312,0.126,0.038,11,2013-10-24T09:57:46.49
1.537e+13,2.758,0.274,0.079,12,2013-10-26T17:58:26.88
6.924e+12,2.527,0.044,0.020,5,2013-10-26T22:06:30.19
2.139e+13,2.854,0.200,0.047,18,2013-10-28T04:56:12.95
8.269e+12,2.578,0.082,0.031,7,2013-10-28T07:34:08.90
4.658e+12,2.412,0.197,0.074,7,2013-10-28T12:31:56.07
1.553e+12,2.094,0.202,0.090,5,2013-10-28T13:56:20.52
2.192e+12,2.194,0.215,0.152,2,2013-10-29T17:31:39.88
2.271e+13,2.871,0.161,0.036,20,2013-10-29T18:55:07.11
2.117e+12,2.184,0.000,0.000,1,2013-10-29T19:17:38.98
2.124e+12,2.185,0.062,0.044,2,2013-10-29T23:16:37.54
6.816e+10,1.189,0.199,0.140,2,2013-10-30T05:14:01.92
1.586e+12,2.100,0.000,0.000,1,2013-10-30T06:55:39.73
2.118e+12,2.184,0.000,0.000,1,2013-10-30T07:06:43.51
4.706e+12,2.415,0.202,0.076,7,2013-10-30T15:09:05.56
4.410e+12,2.396,0.000,0.000,1,2013-10-30T15:13:42.08
2.619e+11,1.579,0.000,0.000,1,2013-11-01T02:56:52.97
1.295e+12,2.042,0.118,0.053,5,2013-11-01T10:32:00.35
6.288e+11,1.832,0.009,0.006,2,2013-11-04T04:09:56.12
1.431e+12,2.070,0.116,0.082,2,2013-11-09T22:13:15.79
3.096e+12,2.294,0.000,0.000,1,2013-11-10T15:36:35.26
8.222e+11,1.910,0.000,0.000,1,2013-11-12T00:09:29.07
1.981e+14,3.498,0.000,0.000,1,2013-11-12T04:00:57.79
1.567e+13,2.763,0.217,0.048,20,2013-11-12T21:14:54.42
1.950e+13,2.827,0.000,0.000,1,2013-11-13T02:41:17.41
4.676e+12,2.413,0.151,0.107,2,2013-11-13T13:38:40.99
3.085e+11,1.626,0.000,0.000,1,2013-11-13T17:19:41.33
1.386e+11,1.395,0.000,0.000,1,2013-11-14T14:21:27.99
1.239e+12,2.029,0.187,0.132,2,2013-11-15T05:37:40.77
3.297e+12,2.312,0.000,0.000,1,2013-11-15T05:55:09.05
2.702e+12,2.255,0.325,0.145,5,2013-11-15T06:34:11.14
6.140e+13,3.159,0.195,0.138,2,2013-11-15T06:38:21.39
2.430e+12,2.224,0.218,0.097,5,2013-11-15T06:57:32.28
4.343e+11,1.725,0.000,0.000,1,2013-11-15T07:18:12.34
7.583e+12,2.553,0.000,0.000,1,2013-11-15T07:34:23.54
2.124e+12,2.185,0.167,0.118,2,2013-11-15T07:53:33.94
3.806e+12,2.354,0.000,0.000,1,2013-11-15T08:11:32.75
6.602e+11,1.846,0.000,0.000,1,2013-11-15T08:17:12.18
5.446e+12,2.457,0.156,0.110,2,2013-11-15T08:55:44.42
3.706e+12,2.346,0.168,0.119,2,2013-11-15T10:40:57.88
3.779e+13,3.018,0.204,0.057,13,2013-11-15T10:51:44.23
1.679e+12,2.117,0.121,0.070,3,2013-11-15T10:57:35.87
2.639e+13,2.914,0.064,0.045,2,2013-11-15T11:04:30.62
6.368e+12,2.503,0.321,0.086,14,2013-11-15T11:17:02.03
1.542e+12,2.092,0.000,0.000,1,2013-11-15T12:20:42.17
2.748e+12,2.259,0.000,0.000,1,2013-11-15T13:47:02.24
2.260e+12,2.203,0.126,0.056,5,2013-11-15T17:35:31.02
6.096e+11,1.823,0.221,0.156,2,2013-11-16T19:23:27.74
1.320e+12,2.047,0.192,0.096,4,2013-11-18T08:41:48.76
1.444e+13,2.740,0.451,0.319,2,2013-11-20T23:03:48.94
1.512e+11,1.420,0.000,0.000,1,2013-11-21T08:21:44.44
1.362e+12,2.056,0.000,0.000,1,2013-11-22T06:08:54.16
5.972e+12,2.484,0.140,0.042,11,2013-11-23T01:46:30.83
6.047e+12,2.488,0.140,0.040,12,2013-11-23T01:46:30.87
6.097e+13,3.157,0.000,0.000,1,2013-11-23T04:20:42.71
1.426e+13,2.736,0.151,0.039,15,2013-11-23T10:54:33.97
4.610e+12,2.409,0.110,0.049,5,2013-11-24T20:58:26.83
2.279e+13,2.872,0.526,0.215,6,2013-11-24T21:02:19.86
2.274e+12,2.205,0.000,0.000,1,2013-11-24T23:14:49.58
2.012e+12,2.169,0.000,0.000,1,2013-11-26T02:25:19.18
6.113e+12,2.491,0.000,0.000,1,2013-11-26T02:33:07.97
4.703e+13,3.082,0.222,0.044,26,2013-11-26T04:17:48.03
8.142e+12,2.574,0.258,0.086,9,2013-11-26T04:21:42.86
3.565e+12,2.335,0.211,0.149,2,2013-11-26T05:08:02.81
6.768e+12,2.520,0.081,0.057,2,2013-11-26T05:26:54.09
1.811e+12,2.139,0.146,0.103,2,2013-11-26T22:13:42.93
1.537e+12,2.091,0.070,0.041,3,2013-11-28T02:52:55.76
3.633e+12,2.340,0.130,0.053,6,2013-11-28T19:31:36.84
2.122e+12,2.185,0.000,0.000,1,2013-11-29T09:06:49.68
1.661e+13,2.780,0.138,0.052,7,2013-11-30T16:39:21.17
1.169e+12,2.012,0.028,0.019,2,2013-12-01T02:16:19.15
6.293e+12,2.499,0.273,0.073,14,2013-12-01T17:30:09.08
2.316e+12,2.210,0.000,0.000,1,2013-12-02T02:18:02.12
3.179e+12,2.302,0.047,0.033,2,2013-12-03T15:56:57.77
7.542e+12,2.552,0.042,0.029,2,2013-12-06T01:40:21.48
4.418e+11,1.730,0.319,0.143,5,2013-12-06T13:00:17.44
1.285e+12,2.039,0.087,0.061,2,2013-12-06T23:49:08.27
3.974e+12,2.366,0.000,0.000,1,2013-12-08T10:17:40.13
3.785e+12,2.352,0.137,0.056,6,2013-12-08T13:56:19.40
8.055e+10,1.237,0.000,0.000,1,2013-12-09T11:36:45.76
6.330e+13,3.168,0.180,0.035,26,2013-12-10T01:23:11.51
3.481e+12,2.328,0.113,0.066,3,2013-12-12T00:20:52.08
3.841e+12,2.356,0.196,0.088,5,2013-12-12T06:42:20.55
7.506e+20,7.884,0.000,0.000,1,2013-12-13T10:00:09.64
2.076e+13,2.845,0.000,0.000,1,2013-12-13T10:06:32.43
1.409e+12,2.066,0.172,0.099,3,2013-12-13T11:11:27.06
2.669e+12,2.251,0.241,0.108,5,2013-12-13T15:16:04.72
1.872e+12,2.148,0.007,0.004,3,2013-12-15T04:52:30.04
3.326e+13,2.981,0.270,0.055,24,2013-12-16T01:20:51.97
9.288e+11,1.945,0.067,0.048,2,2013-12-16T16:46:29.87
1.551e+12,2.094,0.000,0.000,1,2013-12-16T16:57:03.43
3.643e+12,2.341,0.135,0.051,7,2013-12-17T00:20:11.91
1.484e+12,2.081,0.000,0.000,1,2013-12-17T07:09:56.62
5.330e+15,4.451,0.058,0.041,2,2013-12-19T22:13:25.85
4.985e+12,2.432,0.011,0.008,2,2013-12-20T07:02:33.47
3.675e+11,1.677,0.000,0.000,1,2013-12-20T12:20:20.33
5.099e+12,2.438,0.151,0.068,5,2013-12-21T09:33:00.78
2.057e+12,2.176,0.287,0.128,5,2013-12-23T15:05:56.91
1.772e+12,2.132,0.000,0.000,1,2013-12-23T20:20:51.62
5.556e+12,2.463,0.185,0.070,7,2013-12-24T01:08:30.47
2.145e+12,2.188,0.000,0.000,1,2013-12-24T02:28:27.19
5.103e+12,2.439,0.000,0.000,1,2013-12-24T06:35:07.01
4.833e+11,1.756,0.000,0.000,1,2013-12-25T05:32:32.15
2.298e+13,2.874,0.040,0.028,2,2013-12-25T18:15:47.74
7.064e+12,2.533,0.000,0.000,1,2013-12-27T19:12:06.92
1.877e+12,2.149,0.000,0.000,1,2013-12-27T20:19:18.85
1.363e+12,2.056,0.000,0.000,1,2013-12-28T22:29:45.66
1.506e+12,2.085,0.141,0.081,3,2013-12-31T15:05:56.61
7.267e+13,3.208,0.396,0.198,4,2013-12-31T16:34:10.31
1.191e+13,2.684,0.212,0.057,14,2013-12-31T16:36:17.64
7.008e+12,2.530,0.324,0.145,5,2013-12-31T16:39:43.50
2.311e+13,2.876,0.000,0.000,1,2013-12-31T17:31:41.90
1.570e+12,2.097,0.000,0.000,1,2013-12-31T19:46:30.11
7.557e+12,2.552,0.150,0.053,8,2013-12-31T21:49:47.28
3.478e+13,2.994,0.208,0.060,12,2014-01-01T01:27:47.16
1.519e+14,3.421,0.166,0.032,27,2014-01-01T04:19:56.18
4.563e+12,2.406,0.130,0.058,5,2014-01-01T09:06:21.46
1.310e+12,2.045,0.000,0.000,1,2014-01-02T17:35:54.91
6.100e+12,2.490,0.000,0.000,1,2014-01-05T17:28:09.76
1.483e+12,2.081,0.278,0.124,5,2014-01-05T22:33:17.39
3.614e+12,2.339,0.196,0.065,9,2014-01-06T04:28:31.44
7.103e+11,1.868,0.000,0.000,1,2014-01-06T13:50:40.47
4.588e+12,2.408,0.000,0.000,1,2014-01-06T21:57:12.20
4.590e+12,2.408,0.178,0.103,3,2014-01-06T23:17:20.27
8.621e+12,2.590,0.216,0.058,14,2014-01-07T10:01:26.23
2.123e+12,2.185,0.242,0.140,3,2014-01-07T11:27:21.04
9.812e+12,2.628,0.384,0.192,4,2014-01-07T12:43:56.09
3.435e+11,1.657,0.150,0.087,3,2014-01-09T00:10:03.16
3.619e+12,2.339,0.177,0.079,5,2014-01-09T21:13:46.82
9.799e+12,2.627,0.234,0.065,13,2014-01-11T02:35:19.70
1.090e+12,1.992,0.203,0.117,3,2014-01-13T04:00:33.22
3.448e+13,2.992,0.248,0.064,15,2014-01-14T00:06:46.81
2.237e+12,2.200,0.111,0.079,2,2014-01-14T06:59:36.84
4.374e+12,2.394,0.365,0.211,3,2014-01-14T20:41:26.29
4.238e+14,3.718,0.864,0.611,2,2014-01-16T22:28:05.02
3.271e+12,2.310,0.176,0.072,6,2014-01-17T12:52:52.03
1.036e+12,1.977,0.184,0.061,9,2014-01-17T12:52:55.73
1.054e+12,1.982,0.000,0.000,1,2014-01-17T16:16:23.71
2.824e+11,1.601,0.000,0.000,1,2014-01-18T01:05:56.69
1.594e+11,1.435,0.000,0.000,1,2014-01-18T19:08:33.74
2.288e+12,2.206,0.000,0.000,1,2014-01-19T01:33:21.96
1.441e+12,2.072,0.193,0.079,6,2014-01-19T17:35:18.41
6.087e+12,2.490,0.155,0.069,5,2014-01-20T08:43:40.22
1.398e+12,2.064,0.018,0.013,2,2014-01-22T11:26:46.28
2.155e+13,2.856,0.224,0.062,13,2014-01-22T22:23:18.59
5.806e+11,1.809,0.000,0.000,1,2014-01-23T21:29:41.24
2.825e+12,2.267,0.073,0.052,2,2014-01-25T21:56:33.56
2.017e+12,2.170,0.249,0.124,4,2014-01-26T03:52:20.74
1.308e+12,2.044,0.000,0.000,1,2014-01-26T09:05:46.65
1.652e+13,2.779,0.195,0.043,21,2014-01-26T17:32:11.95
1.631e+12,2.108,0.167,0.074,5,2014-01-27T23:14:20.03
1.473e+13,2.745,0.428,0.175,6,2014-01-28T09:55:37.24
8.272e+12,2.578,0.040,0.020,4,2014-01-28T10:14:30.07
9.738e+14,3.959,0.296,0.055,29,2014-01-28T16:20:11.47
7.923e+11,1.899,0.000,0.000,1,2014-01-28T16:22:49.23
3.237e+12,2.307,0.000,0.000,1,2014-01-28T16:24:35.93
2.526e+14,3.568,1.137,0.804,2,2014-01-28T16:25:11.59
2.166e+12,2.190,0.000,0.000,1,2014-01-28T16:29:20.37
1.291e+13,2.707,0.173,0.050,12,2014-01-28T16:46:15.29
4.768e+12,2.419,0.142,0.058,6,2014-01-28T16:51:00.28
7.829e+11,1.896,0.000,0.000,1,2014-01-28T16:55:26.12
8.517e+12,2.587,0.136,0.041,11,2014-01-28T16:58:35.74
1.172e+12,2.013,0.000,0.000,1,2014-01-28T17:04:56.86
1.038e+12,1.977,0.055,0.039,2,2014-01-28T17:06:22.09
2.452e+12,2.226,0.206,0.119,3,2014-01-28T18:22:47.16
1.410e+13,2.733,0.258,0.082,10,2014-01-28T19:12:16.89
7.608e+12,2.554,0.330,0.117,8,2014-01-28T19:51:08.99
5.074e+12,2.437,0.000,0.000,1,2014-01-28T20:39:13.89
5.544e+13,3.129,0.371,0.085,19,2014-01-28T21:33:45.75
8.884e+11,1.932,0.000,0.000,1,2014-01-28T21:46:11.80
3.289e+12,2.311,0.201,0.100,4,2014-01-29T01:28:03.76
9.415e+14,3.949,0.254,0.042,37,2014-01-29T01:30:27.54
9.402e+13,3.282,0.300,0.057,28,2014-01-29T01:39:00.63
3.110e+14,3.629,0.203,0.117,3,2014-01-29T01:39:15.49
6.936e+18,6.527,0.000,0.000,1,2014-01-29T01:46:45.03
1.239e+12,2.029,0.000,0.000,1,2014-01-29T01:48:17.98
1.821e+16,4.807,0.000,0.000,1,2014-01-29T01:56:04.40
3.191e+12,2.303,0.090,0.045,4,2014-01-29T01:59:03.88
2.781e+12,2.263,0.186,0.059,10,2014-01-29T02:08:10.60
1.912e+12,2.154,0.138,0.080,3,2014-01-29T02:10:49.08
1.161e+13,2.677,0.167,0.053,10,2014-01-29T02:17:49.56
2.738e+12,2.258,0.126,0.052,6,2014-01-29T02:44:04.83
3.308e+12,2.313,0.111,0.042,7,2014-01-29T03:35:02.73
1.080e+13,2.656,0.334,0.111,9,2014-01-29T03:52:24.98
6.921e+11,1.860,0.000,0.000,1,2014-01-29T05:10:32.47
7.951e+11,1.900,0.228,0.086,7,2014-01-29T06:24:15.09
2.579e+12,2.241,0.109,0.049,5,2014-01-29T07:31:28.07
1.724e+17,5.458,0.000,0.000,1,2014-01-29T12:22:24.60
4.034e+12,2.371,0.087,0.039,5,2014-01-29T18:30:03.05
